Sample_ID,Window_ID,Timestamp_s,AccX_g,AccY_g,AccZ_g,Activity
3504,W00071,0.15,0.0372,0.0665,0.9659,Standing
3505,W00071,0.2,0.0432,0.0883,1.0133,Standing
3506,W00071,0.25,0.0774,0.1027,0.9731,Standing
3507,W00071,0.3,0.0532,0.1358,0.9922,Standing
3508,W00071,0.35,0.0196,0.1093,0.9322,Standing
3509,W00071,0.4,0.0654,0.0614,0.9536,Standing
3510,W00071,0.45,-0.0301,0.1403,0.9879,Standing
3511,W00071,0.5,0.0623,0.0808,0.9751,Standing
3512,W00071,0.55,0.0726,0.1073,0.9338,Standing
3513,W00071,0.6,0.0849,0.1178,0.9405,Standing
3514,W00071,0.65,0.0649,0.1038,1.0037,Standing
3515,W00071,0.7,0.035,0.0681,1.0086,Standing
3516,W00071,0.75,0.0566,0.0581,1.0258,Standing
3517,W00071,0.8,0.0617,0.0888,0.9429,Standing
3518,W00071,0.85,-0.0139,0.0706,0.9717,Standing
3519,W00071,0.9,0.1125,0.0753,0.9716,Standing
3520,W00071,0.95,0.0387,0.1598,0.935,Standing
3521,W00071,1.0,0.0807,0.1245,0.9922,Standing
3522,W00071,1.05,0.0666,0.112,0.9953,Standing
3523,W00071,1.1,0.0652,0.1313,0.9926,Standing
3524,W00071,1.15,0.057,0.1051,1.0137,Standing
3525,W00071,1.2,0.0803,0.1487,0.9552,Standing
3526,W00071,1.25,0.1212,0.0557,0.9674,Standing
3527,W00071,1.3,0.0901,0.1248,0.9768,Standing
3528,W00071,1.35,0.0139,0.0614,0.9995,Standing
3529,W00071,1.4,0.0271,0.1426,1.0152,Standing
3530,W00071,1.45,0.1012,0.0973,0.9598,Standing
3531,W00071,1.5,0.0706,0.1034,0.953,Standing
3532,W00071,1.55,0.0756,0.084,0.9743,Standing
3533,W00071,1.6,0.0379,0.1456,0.963,Standing
3534,W00071,1.65,0.0179,0.0759,0.9899,Standing
3535,W00071,1.7,0.0594,0.0948,1.0119,Standing
3536,W00071,1.75,0.0408,0.0914,0.9619,Standing
3537,W00071,1.8,0.0419,0.1366,0.9967,Standing
3538,W00071,1.85,0.0054,0.0945,0.9796,Standing
3539,W00071,1.9,-0.0151,0.1154,1.0255,Standing
3540,W00071,1.95,0.0296,0.1219,1.016,Standing
3541,W00071,2.0,0.0468,0.1037,0.9943,Standing
3542,W00071,2.05,0.0103,0.0817,0.9894,Standing
3543,W00071,2.1,0.0268,0.0897,0.9947,Standing
3544,W00071,2.15,0.0222,0.1404,0.9914,Standing
3545,W00071,2.2,-0.0014,0.0691,0.9777,Standing
3546,W00071,2.25,0.0308,0.1381,0.9685,Standing
3547,W00071,2.3,0.0448,0.1182,0.9917,Standing
3548,W00071,2.35,0.0063,0.0822,0.9578,Standing
3549,W00071,2.4,0.0541,0.135,0.9607,Standing
3550,W00071,2.45,0.0449,0.1341,0.9292,Standing
3551,W00072,0.0,-0.0262,0.3068,0.1709,Abnormal Movement
3552,W00072,0.05,0.2876,1.1788,0.5777,Abnormal Movement
3553,W00072,0.1,-0.0598,0.0307,0.1839,Abnormal Movement
3554,W00072,0.15,-0.6064,0.1975,0.5185,Abnormal Movement
3555,W00072,0.2,0.0735,-0.1791,0.7812,Abnormal Movement
3556,W00072,0.25,0.8763,-0.0369,-0.3911,Abnormal Movement
3557,W00072,0.3,0.242,0.5552,0.1724,Abnormal Movement
3558,W00072,0.35,-0.0266,0.184,0.5567,Abnormal Movement
3559,W00072,0.4,-0.0594,0.1114,0.1407,Abnormal Movement
3560,W00072,0.45,0.8879,-0.3146,0.2049,Abnormal Movement
3561,W00072,0.5,-0.003,0.3317,0.8152,Abnormal Movement
3562,W00072,0.55,0.1237,-0.1681,0.7751,Abnormal Movement
3563,W00072,0.6,0.2848,-1.0696,0.5158,Abnormal Movement
3564,W00072,0.65,0.084,-0.6609,0.2039,Abnormal Movement
3565,W00072,0.7,-0.3833,0.4032,0.9802,Abnormal Movement
3566,W00072,0.75,0.428,0.366,0.5944,Abnormal Movement
3567,W00072,0.8,0.0336,0.8734,0.9996,Abnormal Movement
3568,W00072,0.85,-0.5552,-0.9821,0.5682,Abnormal Movement
3569,W00072,0.9,-0.5063,0.7288,0.6505,Abnormal Movement
3570,W00072,0.95,-0.4788,0.0872,-0.3255,Abnormal Movement
3571,W00072,1.0,0.1019,0.7199,1.0873,Abnormal Movement
3572,W00072,1.05,-0.1194,0.8888,1.6927,Abnormal Movement
3573,W00072,1.1,0.0981,-0.1426,0.8061,Abnormal Movement
3574,W00072,1.15,0.5534,-1.1039,0.4545,Abnormal Movement
3575,W00072,1.2,-0.941,0.006,0.8839,Abnormal Movement
3576,W00072,1.25,0.5845,0.1932,0.581,Abnormal Movement
3577,W00072,1.3,0.965,0.2686,1.2007,Abnormal Movement
3578,W00072,1.35,0.98,-0.0863,0.6716,Abnormal Movement
3579,W00072,1.4,-0.46,0.0685,-0.1263,Abnormal Movement
3580,W00072,1.45,0.5754,-0.1465,0.7579,Abnormal Movement
3581,W00072,1.5,0.3462,0.0339,0.6467,Abnormal Movement
3582,W00072,1.55,0.443,0.6781,0.6842,Abnormal Movement
3583,W00072,1.6,1.1023,0.2547,0.9515,Abnormal Movement
3584,W00072,1.65,0.0102,0.7995,0.5288,Abnormal Movement
3585,W00072,1.7,0.1297,-0.6628,0.3046,Abnormal Movement
3586,W00072,1.75,0.2479,0.9145,0.401,Abnormal Movement
3587,W00072,1.8,0.1184,0.7042,1.1395,Abnormal Movement
3588,W00072,1.85,0.8069,0.3585,0.0897,Abnormal Movement
3589,W00072,1.9,0.017,-0.7542,-0.1584,Abnormal Movement
3590,W00072,1.95,-0.2873,-0.3427,0.402,Abnormal Movement
3591,W00072,2.0,-0.508,-0.2989,1.1872,Abnormal Movement
3592,W00072,2.05,0.2109,1.2841,0.9697,Abnormal Movement
3593,W00072,2.1,0.4342,1.5977,0.4466,Abnormal Movement
3594,W00072,2.15,0.5804,0.6287,0.8052,Abnormal Movement
3595,W00072,2.2,0.0505,-0.0382,0.0866,Abnormal Movement
3596,W00072,2.25,-0.0335,-0.3863,0.0246,Abnormal Movement
3597,W00072,2.3,1.2527,0.6051,0.0926,Abnormal Movement
3598,W00072,2.35,0.5373,0.201,0.6065,Abnormal Movement
3599,W00072,2.4,-0.1277,0.8416,0.7362,Abnormal Movement
3600,W00072,2.45,-0.4879,-0.0792,0.8049,Abnormal Movement
3601,W00073,0.0,0.0327,0.1446,1.001,Standing
3602,W00073,0.05,0.0113,0.122,0.9041,Standing
3603,W00073,0.1,0.0572,0.0657,0.9756,Standing
3604,W00073,0.15,0.0456,0.1225,0.9751,Standing
3605,W00073,0.2,-0.008,0.0814,0.9345,Standing
3606,W00073,0.25,0.0452,0.134,0.9883,Standing
3607,W00073,0.3,0.0401,0.0871,0.956,Standing
3608,W00073,0.35,0.0125,0.1047,0.928,Standing
3609,W00073,0.4,-0.0155,0.0813,0.9936,Standing
3610,W00073,0.45,-0.0039,0.0672,0.9491,Standing
3611,W00073,0.5,-0.0187,0.0972,0.9764,Standing
3612,W00073,0.55,0.0023,0.0883,0.967,Standing
3613,W00073,0.6,0.0149,0.0711,0.9101,Standing
3614,W00073,0.65,0.067,0.0937,1.0027,Standing
3615,W00073,0.7,0.0561,0.0872,0.9421,Standing
3616,W00073,0.75,0.0124,0.0611,0.8938,Standing
3617,W00073,0.8,0.009,0.0881,1.0016,Standing
3618,W00073,0.85,0.045,0.0748,0.9753,Standing
3619,W00073,0.9,0.0857,0.1704,1.0361,Standing
3620,W00073,0.95,0.07,0.0603,1.0097,Standing
3621,W00073,1.0,0.0399,0.114,0.9845,Standing
3622,W00073,1.05,0.0893,0.1739,1.0314,Standing
3623,W00073,1.1,0.0348,0.0708,1.0027,Standing
3624,W00073,1.15,0.0747,0.1242,0.9547,Standing
3625,W00073,1.2,0.0505,0.0675,0.9759,Standing
3626,W00073,1.25,0.0359,0.0555,0.9456,Standing
3627,W00073,1.3,0.1125,0.0878,0.9862,Standing
3628,W00073,1.35,0.0524,0.148,1.0618,Standing
3629,W00073,1.4,0.0571,0.165,1.0001,Standing
3630,W00073,1.45,0.0623,0.1375,0.9921,Standing
3631,W00073,1.5,0.0561,0.0785,1.0107,Standing
3632,W00073,1.55,-0.0072,0.0748,0.9673,Standing
3633,W00073,1.6,0.0096,0.1153,0.993,Standing
3634,W00073,1.65,0.0604,0.0653,1.0165,Standing
3635,W00073,1.7,0.0918,0.0456,0.9741,Standing
3636,W00073,1.75,0.0372,0.1383,0.939,Standing
3637,W00073,1.8,0.0274,0.0729,0.9584,Standing
3638,W00073,1.85,0.0438,0.0942,0.9793,Standing
3639,W00073,1.9,0.0751,0.0967,0.9231,Standing
3640,W00073,1.95,0.0009,0.0572,0.9249,Standing
3641,W00073,2.0,-0.0023,0.094,0.9847,Standing
3642,W00073,2.05,0.0178,0.1269,0.9628,Standing
3643,W00073,2.1,0.0352,0.0434,0.9771,Standing
3644,W00073,2.15,0.0347,0.0759,0.9782,Standing
3645,W00073,2.2,0.0156,0.0898,1.0051,Standing
3646,W00073,2.25,0.0615,0.0492,1.0336,Standing
3647,W00073,2.3,0.0331,0.0894,1.0058,Standing
3648,W00073,2.35,0.0428,0.1215,0.9529,Standing
3649,W00073,2.4,0.0642,0.0729,0.9319,Standing
3650,W00073,2.45,0.0833,0.0591,0.982,Standing
3651,W00074,0.0,0.0019,0.0923,0.953,Walking
3652,W00074,0.05,-0.0083,0.233,0.7456,Walking
3653,W00074,0.1,-0.1222,0.0889,0.8319,Walking
3654,W00074,0.15,-0.215,0.0208,0.8879,Walking
3655,W00074,0.2,-0.1188,0.0437,0.9195,Walking
3656,W00074,0.25,0.0079,0.192,1.0897,Walking
3657,W00074,0.3,0.0464,0.1105,0.8655,Walking
3658,W00074,0.35,0.2275,0.091,0.9317,Walking
3659,W00074,0.4,0.3663,0.2471,1.0619,Walking
3660,W00074,0.45,0.3088,0.1256,1.133,Walking
3661,W00074,0.5,0.1788,0.3696,1.0053,Walking
3662,W00074,0.55,0.3138,0.2142,0.9842,Walking
3663,W00074,0.6,0.2146,0.2708,1.0406,Walking
3664,W00074,0.65,0.3366,0.2748,1.0941,Walking
3665,W00074,0.7,0.2019,0.1459,0.9635,Walking
3666,W00074,0.75,0.0463,0.0115,0.9197,Walking
3667,W00074,0.8,0.006,0.0393,0.8921,Walking
3668,W00074,0.85,-0.041,0.0936,0.7915,Walking
3669,W00074,0.9,0.0824,-0.0091,0.7505,Walking
3670,W00074,0.95,-0.1538,0.1134,0.8325,Walking
3671,W00074,1.0,-0.0976,0.1065,0.7809,Walking
3672,W00074,1.05,-0.2149,0.0305,0.8794,Walking
3673,W00074,1.1,0.2642,0.0492,0.7555,Walking
3674,W00074,1.15,-0.069,0.2986,0.9685,Walking
3675,W00074,1.2,0.329,0.1826,1.0144,Walking
3676,W00074,1.25,0.2344,0.1612,1.0836,Walking
3677,W00074,1.3,0.3821,0.106,1.1157,Walking
3678,W00074,1.35,0.2935,0.2584,1.2641,Walking
3679,W00074,1.4,0.2362,0.1694,0.9688,Walking
3680,W00074,1.45,0.2003,0.0787,1.0698,Walking
3681,W00074,1.5,0.1942,0.2156,0.9867,Walking
3682,W00074,1.55,0.0934,0.0994,0.8858,Walking
3683,W00074,1.6,-0.0432,-0.0894,0.8284,Walking
3684,W00074,1.65,-0.1337,0.1137,0.8383,Walking
3685,W00074,1.7,-0.1033,0.0438,0.8455,Walking
3686,W00074,1.75,-0.1401,0.1096,0.8463,Walking
3687,W00074,1.8,-0.1676,0.0819,1.0008,Walking
3688,W00074,1.85,0.1102,0.0855,0.8245,Walking
3689,W00074,1.9,0.1766,0.1574,1.0988,Walking
3690,W00074,1.95,0.275,0.2152,1.2286,Walking
3691,W00074,2.0,0.3187,0.2583,0.9999,Walking
3692,W00074,2.05,0.3607,0.2994,1.1798,Walking
3693,W00074,2.1,0.2174,0.2933,1.0093,Walking
3694,W00074,2.15,0.2681,0.2424,1.1266,Walking
3695,W00074,2.2,0.2054,0.1776,0.9845,Walking
3696,W00074,2.25,0.0613,0.1848,1.0336,Walking
3697,W00074,2.3,0.0004,0.2481,0.9816,Walking
3698,W00074,2.35,-0.057,0.2588,0.9287,Walking
3699,W00074,2.4,-0.1166,0.1651,0.9621,Walking
3700,W00074,2.45,-0.0561,0.0831,0.978,Walking
3701,W00075,0.0,0.0231,0.0748,0.9889,Standing
3702,W00075,0.05,0.0697,0.0815,0.9565,Standing
3703,W00075,0.1,0.0552,0.1265,0.9488,Standing
3704,W00075,0.15,0.0068,0.1326,1.0369,Standing
3705,W00075,0.2,0.0714,0.0527,0.9796,Standing
3706,W00075,0.25,0.1106,0.0952,1.0143,Standing
3707,W00075,0.3,0.0569,0.094,1.0151,Standing
3708,W00075,0.35,0.0345,0.0718,1.0304,Standing
3709,W00075,0.4,0.0899,0.087,0.9742,Standing
3710,W00075,0.45,0.1067,0.0768,0.9546,Standing
3711,W00075,0.5,0.0857,0.1224,0.9947,Standing
3712,W00075,0.55,0.073,0.0567,1.0011,Standing
3713,W00075,0.6,0.0506,0.1829,0.9909,Standing
3714,W00075,0.65,0.0572,0.1139,0.995,Standing
3715,W00075,0.7,0.0936,0.0599,0.9421,Standing
3716,W00075,0.75,0.0674,0.0678,0.9355,Standing
3717,W00075,0.8,0.1277,0.1052,0.9897,Standing
3718,W00075,0.85,0.0577,0.0858,0.985,Standing
3719,W00075,0.9,0.0129,0.1066,1.0132,Standing
3720,W00075,0.95,0.0891,0.1318,1.0147,Standing
3721,W00075,1.0,0.0845,0.1389,1.0433,Standing
3722,W00075,1.05,0.0805,0.058,0.9551,Standing
3723,W00075,1.1,0.0922,0.0868,0.9895,Standing
3724,W00075,1.15,0.0443,0.1101,0.9736,Standing
3725,W00075,1.2,0.1133,0.0696,0.9545,Standing
3726,W00075,1.25,0.0975,0.1215,0.9204,Standing
3727,W00075,1.3,0.0362,0.1282,1.0145,Standing
3728,W00075,1.35,0.0861,0.1517,0.997,Standing
3729,W00075,1.4,0.0762,0.1104,0.9807,Standing
3730,W00075,1.45,0.0238,0.1491,1.0187,Standing
3731,W00075,1.5,0.0558,0.0681,0.9838,Standing
3732,W00075,1.55,0.0317,0.1164,0.9597,Standing
3733,W00075,1.6,0.0351,0.1262,0.9787,Standing
3734,W00075,1.65,0.0906,0.1281,0.9529,Standing
3735,W00075,1.7,0.0697,0.1523,0.9877,Standing
3736,W00075,1.75,0.0971,0.0987,1.0102,Standing
3737,W00075,1.8,0.0654,0.0737,0.9928,Standing
3738,W00075,1.85,0.053,0.0893,0.9481,Standing
3739,W00075,1.9,0.0323,0.0511,0.9851,Standing
3740,W00075,1.95,0.0351,0.044,0.9898,Standing
3741,W00075,2.0,0.0027,0.1229,0.996,Standing
3742,W00075,2.05,0.0282,0.0832,0.9668,Standing
3743,W00075,2.1,-0.0134,0.1445,0.9713,Standing
3744,W00075,2.15,0.074,0.0854,1.0236,Standing
3745,W00075,2.2,0.044,0.123,0.9765,Standing
3746,W00075,2.25,0.0142,0.0893,0.967,Standing
3747,W00075,2.3,0.0208,0.0696,0.9538,Standing
3748,W00075,2.35,0.0463,0.0353,1.0293,Standing
3749,W00075,2.4,0.0133,0.1119,0.9938,Standing
3750,W00075,2.45,0.0551,0.1293,0.9672,Standing
3751,W00076,0.0,0.873,0.0861,0.2951,Sleeping
3752,W00076,0.05,0.8636,0.0763,0.2932,Sleeping
3753,W00076,0.1,0.8776,0.0947,0.3008,Sleeping
3754,W00076,0.15,0.8713,0.0808,0.3027,Sleeping
3755,W00076,0.2,0.8762,0.082,0.3004,Sleeping
3756,W00076,0.25,0.8708,0.0767,0.2978,Sleeping
3757,W00076,0.3,0.8681,0.0675,0.2986,Sleeping
3758,W00076,0.35,0.8764,0.075,0.3019,Sleeping
3759,W00076,0.4,0.8793,0.0752,0.3145,Sleeping
3760,W00076,0.45,0.8825,0.078,0.2906,Sleeping
3761,W00076,0.5,0.8859,0.0803,0.2973,Sleeping
3762,W00076,0.55,0.8754,0.0706,0.3117,Sleeping
3763,W00076,0.6,0.8851,0.0814,0.3044,Sleeping
3764,W00076,0.65,0.8819,0.0757,0.2835,Sleeping
3765,W00076,0.7,0.8825,0.0781,0.2911,Sleeping
3766,W00076,0.75,0.8775,0.0873,0.2793,Sleeping
3767,W00076,0.8,0.8723,0.078,0.2924,Sleeping
3768,W00076,0.85,0.8832,0.0695,0.2886,Sleeping
3769,W00076,0.9,0.8809,0.0817,0.3068,Sleeping
3770,W00076,0.95,0.8882,0.0712,0.3123,Sleeping
3771,W00076,1.0,0.8751,0.0841,0.311,Sleeping
3772,W00076,1.05,0.8808,0.0806,0.3058,Sleeping
3773,W00076,1.1,0.8748,0.0771,0.2974,Sleeping
3774,W00076,1.15,0.8556,0.068,0.3025,Sleeping
3775,W00076,1.2,0.8654,0.0832,0.2967,Sleeping
3776,W00076,1.25,0.8866,0.0839,0.3011,Sleeping
3777,W00076,1.3,0.8752,0.0811,0.317,Sleeping
3778,W00076,1.35,0.8731,0.0608,0.2999,Sleeping
3779,W00076,1.4,0.8574,0.0835,0.31,Sleeping
3780,W00076,1.45,0.8766,0.0845,0.2963,Sleeping
3781,W00076,1.5,0.8897,0.0783,0.2965,Sleeping
3782,W00076,1.55,0.8649,0.0897,0.2805,Sleeping
3783,W00076,1.6,0.8739,0.0967,0.2988,Sleeping
3784,W00076,1.65,0.88,0.0728,0.2958,Sleeping
3785,W00076,1.7,0.8974,0.0729,0.3086,Sleeping
3786,W00076,1.75,0.8792,0.0659,0.3104,Sleeping
3787,W00076,1.8,0.8722,0.0728,0.3022,Sleeping
3788,W00076,1.85,0.8675,0.0769,0.2862,Sleeping
3789,W00076,1.9,0.884,0.0837,0.2981,Sleeping
3790,W00076,1.95,0.8787,0.0767,0.3138,Sleeping
3791,W00076,2.0,0.8697,0.0789,0.3078,Sleeping
3792,W00076,2.05,0.8584,0.0709,0.3077,Sleeping
3793,W00076,2.1,0.888,0.0781,0.3054,Sleeping
3794,W00076,2.15,0.8682,0.0805,0.3032,Sleeping
3795,W00076,2.2,0.869,0.0673,0.3058,Sleeping
3796,W00076,2.25,0.8693,0.0842,0.2882,Sleeping
3797,W00076,2.3,0.8652,0.0786,0.2916,Sleeping
3798,W00076,2.35,0.8703,0.0843,0.3007,Sleeping
3799,W00076,2.4,0.8718,0.0734,0.3022,Sleeping
3800,W00076,2.45,0.8728,0.0669,0.2939,Sleeping
3801,W00077,0.0,0.0231,0.1049,0.9809,Standing
3802,W00077,0.05,0.0523,0.1026,0.9986,Standing
3803,W00077,0.1,0.0492,0.0946,0.9767,Standing
3804,W00077,0.15,0.0933,0.114,0.9318,Standing
3805,W00077,0.2,0.0537,0.0766,0.941,Standing
3806,W00077,0.25,0.0724,0.0278,0.9597,Standing
3807,W00077,0.3,0.0478,0.0939,0.9546,Standing
3808,W00077,0.35,0.1035,0.1007,0.9867,Standing
3809,W00077,0.4,0.0684,0.1141,0.9643,Standing
3810,W00077,0.45,0.0638,0.085,0.9173,Standing
3811,W00077,0.5,0.0583,0.1003,0.9878,Standing
3812,W00077,0.55,0.0231,0.1041,0.9286,Standing
3813,W00077,0.6,0.0495,0.0979,0.9705,Standing
3814,W00077,0.65,0.0603,0.1409,1.0099,Standing
3815,W00077,0.7,0.071,0.0896,0.9824,Standing
3816,W00077,0.75,0.0594,0.1178,0.9643,Standing
3817,W00077,0.8,0.0638,0.1353,0.9739,Standing
3818,W00077,0.85,0.0578,0.0368,0.9295,Standing
3819,W00077,0.9,0.1228,0.0814,0.9675,Standing
3820,W00077,0.95,0.1195,0.0924,1.0166,Standing
3821,W00077,1.0,0.0968,0.1184,1.0225,Standing
3822,W00077,1.05,0.0817,0.1468,0.9555,Standing
3823,W00077,1.1,0.0599,0.108,0.9699,Standing
3824,W00077,1.15,0.0842,0.1293,0.9768,Standing
3825,W00077,1.2,0.0804,0.1038,0.9681,Standing
3826,W00077,1.25,0.0635,0.1451,0.9988,Standing
3827,W00077,1.3,0.027,0.0832,0.9507,Standing
3828,W00077,1.35,0.0361,0.0865,1.0034,Standing
3829,W00077,1.4,0.0274,0.1319,0.955,Standing
3830,W00077,1.45,0.039,0.0801,1.0178,Standing
3831,W00077,1.5,0.0408,0.0924,1.0086,Standing
3832,W00077,1.55,0.0611,0.1302,0.9581,Standing
3833,W00077,1.6,0.0738,0.0961,0.9614,Standing
3834,W00077,1.65,0.0855,0.077,1.0006,Standing
3835,W00077,1.7,0.0033,0.1138,0.9793,Standing
3836,W00077,1.75,0.031,0.1322,0.9867,Standing
3837,W00077,1.8,0.0212,0.0851,0.9372,Standing
3838,W00077,1.85,0.0094,0.1239,0.9656,Standing
3839,W00077,1.9,0.0202,0.0834,0.9969,Standing
3840,W00077,1.95,0.0211,0.0511,0.9949,Standing
3841,W00077,2.0,0.0467,0.0692,0.9601,Standing
3842,W00077,2.05,0.0392,0.0949,0.9513,Standing
3843,W00077,2.1,0.0832,0.0908,0.9836,Standing
3844,W00077,2.15,0.0063,0.0899,0.9319,Standing
3845,W00077,2.2,0.005,0.1078,0.9943,Standing
3846,W00077,2.25,0.049,0.0457,0.9411,Standing
3847,W00077,2.3,0.0147,0.1168,0.9948,Standing
3848,W00077,2.35,0.0298,0.0332,0.9561,Standing
3849,W00077,2.4,0.0174,0.0972,1.0174,Standing
3850,W00077,2.45,0.0675,0.0925,0.971,Standing
3851,W00078,0.0,0.9015,0.0941,0.3093,Sleeping
3852,W00078,0.05,0.8877,0.0785,0.3018,Sleeping
3853,W00078,0.1,0.8855,0.0998,0.2979,Sleeping
3854,W00078,0.15,0.8763,0.072,0.3008,Sleeping
3855,W00078,0.2,0.8925,0.0912,0.3007,Sleeping
3856,W00078,0.25,0.8828,0.0951,0.2991,Sleeping
3857,W00078,0.3,0.879,0.0819,0.3058,Sleeping
3858,W00078,0.35,0.8939,0.0779,0.2961,Sleeping
3859,W00078,0.4,0.8922,0.0889,0.314,Sleeping
3860,W00078,0.45,0.8778,0.0875,0.3098,Sleeping
3861,W00078,0.5,0.8921,0.0788,0.2914,Sleeping
3862,W00078,0.55,0.8743,0.0685,0.3152,Sleeping
3863,W00078,0.6,0.8964,0.0752,0.3072,Sleeping
3864,W00078,0.65,0.8786,0.0827,0.2926,Sleeping
3865,W00078,0.7,0.8833,0.0807,0.2904,Sleeping
3866,W00078,0.75,0.8929,0.0928,0.2963,Sleeping
3867,W00078,0.8,0.8799,0.0915,0.2986,Sleeping
3868,W00078,0.85,0.8995,0.0929,0.2875,Sleeping
3869,W00078,0.9,0.8698,0.0678,0.3066,Sleeping
3870,W00078,0.95,0.8842,0.0801,0.2896,Sleeping
3871,W00078,1.0,0.8863,0.0677,0.2913,Sleeping
3872,W00078,1.05,0.8872,0.0918,0.3046,Sleeping
3873,W00078,1.1,0.8918,0.0752,0.3024,Sleeping
3874,W00078,1.15,0.8795,0.085,0.3078,Sleeping
3875,W00078,1.2,0.8745,0.0705,0.315,Sleeping
3876,W00078,1.25,0.88,0.0771,0.2946,Sleeping
3877,W00078,1.3,0.8935,0.0849,0.2976,Sleeping
3878,W00078,1.35,0.8847,0.0795,0.3077,Sleeping
3879,W00078,1.4,0.8996,0.0874,0.3017,Sleeping
3880,W00078,1.45,0.8927,0.08,0.3024,Sleeping
3881,W00078,1.5,0.8827,0.0867,0.3065,Sleeping
3882,W00078,1.55,0.8728,0.093,0.3012,Sleeping
3883,W00078,1.6,0.8847,0.0905,0.2979,Sleeping
3884,W00078,1.65,0.8902,0.0857,0.2989,Sleeping
3885,W00078,1.7,0.8734,0.0803,0.3185,Sleeping
3886,W00078,1.75,0.8741,0.0756,0.302,Sleeping
3887,W00078,1.8,0.8815,0.0763,0.2946,Sleeping
3888,W00078,1.85,0.882,0.0971,0.304,Sleeping
3889,W00078,1.9,0.8749,0.0761,0.3011,Sleeping
3890,W00078,1.95,0.8835,0.0852,0.2911,Sleeping
3891,W00078,2.0,0.8867,0.0881,0.2872,Sleeping
3892,W00078,2.05,0.884,0.0695,0.3067,Sleeping
3893,W00078,2.1,0.8822,0.0943,0.2948,Sleeping
3894,W00078,2.15,0.8797,0.0755,0.2965,Sleeping
3895,W00078,2.2,0.8768,0.0771,0.3005,Sleeping
3896,W00078,2.25,0.8797,0.0746,0.2914,Sleeping
3897,W00078,2.3,0.8615,0.0916,0.3048,Sleeping
3898,W00078,2.35,0.8807,0.0883,0.2921,Sleeping
3899,W00078,2.4,0.8701,0.077,0.3016,Sleeping
3900,W00078,2.45,0.8928,0.0827,0.2961,Sleeping
3901,W00079,0.0,0.1507,0.1729,0.9393,Walking
3902,W00079,0.05,0.0375,0.1789,0.8784,Walking
3903,W00079,0.1,-0.0615,0.0514,0.9044,Walking
3904,W00079,0.15,-0.1004,0.0726,0.8316,Walking
3905,W00079,0.2,-0.0205,0.0492,0.8406,Walking
3906,W00079,0.25,0.0231,-0.0564,0.8358,Walking
3907,W00079,0.3,-0.1071,-0.0972,0.6802,Walking
3908,W00079,0.35,0.0425,0.128,0.9554,Walking
3909,W00079,0.4,0.0359,0.1681,1.0189,Walking
3910,W00079,0.45,0.2886,0.1564,1.1072,Walking
3911,W00079,0.5,0.2016,0.2063,1.0468,Walking
3912,W00079,0.55,0.2123,0.2696,0.9084,Walking
3913,W00079,0.6,0.1943,0.3022,1.113,Walking
3914,W00079,0.65,0.2282,0.1633,1.0567,Walking
3915,W00079,0.7,0.2055,0.22,0.9897,Walking
3916,W00079,0.75,0.2224,0.2371,1.1197,Walking
3917,W00079,0.8,0.0673,0.2362,0.9298,Walking
3918,W00079,0.85,0.0801,0.1771,0.8684,Walking
3919,W00079,0.9,0.0159,0.1954,0.924,Walking
3920,W00079,0.95,-0.0685,0.0252,0.8824,Walking
3921,W00079,1.0,-0.0543,0.151,0.8951,Walking
3922,W00079,1.05,-0.0495,-0.0434,0.7653,Walking
3923,W00079,1.1,-0.0134,0.0066,0.7753,Walking
3924,W00079,1.15,0.1327,-0.0443,1.0016,Walking
3925,W00079,1.2,0.1983,0.0915,0.9296,Walking
3926,W00079,1.25,0.2498,0.1576,0.9686,Walking
3927,W00079,1.3,0.1435,0.3251,0.9444,Walking
3928,W00079,1.35,0.2096,0.2377,0.9345,Walking
3929,W00079,1.4,0.3336,0.2195,1.0237,Walking
3930,W00079,1.45,0.2257,0.1509,1.0099,Walking
3931,W00079,1.5,0.1841,0.1683,1.1246,Walking
3932,W00079,1.55,0.2192,0.1664,0.9537,Walking
3933,W00079,1.6,0.0668,0.1374,0.8638,Walking
3934,W00079,1.65,0.103,0.2907,0.9546,Walking
3935,W00079,1.7,0.0601,0.1112,0.8974,Walking
3936,W00079,1.75,0.1132,0.2072,1.0016,Walking
3937,W00079,1.8,-0.0547,0.0412,0.9522,Walking
3938,W00079,1.85,-0.0187,0.1555,0.867,Walking
3939,W00079,1.9,-0.0606,0.003,0.7868,Walking
3940,W00079,1.95,-0.09,0.0706,0.8174,Walking
3941,W00079,2.0,-0.0161,0.0622,0.8798,Walking
3942,W00079,2.05,0.299,0.2252,0.6778,Walking
3943,W00079,2.1,0.1931,0.119,1.0948,Walking
3944,W00079,2.15,0.262,0.2943,1.0147,Walking
3945,W00079,2.2,0.2155,0.1612,0.831,Walking
3946,W00079,2.25,0.1923,0.2622,1.1211,Walking
3947,W00079,2.3,0.1744,0.1926,1.142,Walking
3948,W00079,2.35,0.3047,0.2201,0.9583,Walking
3949,W00079,2.4,-0.0318,0.1718,1.0563,Walking
3950,W00079,2.45,0.2034,0.2152,0.9173,Walking
3951,W00080,0.0,0.868,0.0728,0.2942,Sleeping
3952,W00080,0.05,0.8871,0.0817,0.2993,Sleeping
3953,W00080,0.1,0.8856,0.0842,0.2981,Sleeping
3954,W00080,0.15,0.8813,0.0685,0.2924,Sleeping
